"","Symbol","Name","LastSale","Sector","industry","Price/Book","P/E Ratio","Price/EPS Estimate Next Year","Dividend Yield","Market Capitalization","Shares Outstanding","Book Value","Earnings End Time","Earnings Start Time"
"1893","WEI","Weidai Ltd.",11.9,"Finance","Finance: Consumer Services",2.6723557,8.493933,NA,NA,832890496,69990800,4.453,NA,NA
"1894","WRI","Weingarten Realty Investors",28.29,"Consumer Services","Real Estate Investment Trusts",2.3067515,11.094118,28.867348,0.05484207,3671052032,128333000,12.264,1556280000,1555930740
"1895","WMK","Weis Markets, Inc.",49.25,"Consumer Services","Food Chains",1.3019112,11.709463,NA,0.023852117,1324746240,26898400,37.829,1552680000,1552334400
"1896","WBT","Welbilt, Inc.",15.96,"Technology","Industrial Machinery/Components",12.183207,30.113209,16.121212,NA,2238437632,140252992,1.31,1542283140,1541401140
"1897","WCG","WellCare Health Plans, Inc.",260.05,"Health Care","Medical Specialities",3.0661933,27.992464,15.856707,NA,13001120768,49994700,84.812,1556877600,1556517600
"1898","WFC","Wells Fargo & Company",50.03,"Finance","Major Banks",1.313813,11.689252,8.777193,0.03287232,229199937536,4581250048,38.08,1468857600,1468324800
"1899","WELL","Welltower Inc.",74.01,"Consumer Services","Real Estate Investment Trusts",2.0408108,36.638615,40.664837,0.046830844,28594577408,386360992,36.265,1556541000,1556109000
"1900","WAIR","Wesco Aircraft Holdings, Inc.",8.55,"Capital Goods","Wholesale Distributors",1.2212541,21.755726,8.221154,NA,852837760,99747104,7.001,1557144000,1556708340
"1901","WCC","WESCO International, Inc.",54.67,"Consumer Non-Durables","Telecommunications Equipment",1.1548373,11.342323,9.051324,NA,2552596992,46691000,47.34,1556541000,1556109000
"1902","WST","West Pharmaceutical Services, Inc.",106.14,"Basic Industries","Specialty Chemicals",5.816528,38.737225,32.066467,0.0054415273,7862818816,74079696,18.248,1556541000,1556109000
"1903","WAL","Western Alliance Bancorporation",46.35,"Finance","Major Banks",1.861072,11.195652,9.178217,NA,4811454464,103807000,24.905,1555934400,1555498740
"1904","WMC","Western Asset Mortgage Capital Corporation",10.01,"Consumer Services","Real Estate Investment Trusts",0.8992095,6.416667,7.8818903,0.123629116,481645184,48116400,11.132,1552078800,1551733200
"1905","WES","Western Midstream Partners, LP",33.14,"Public Utilities","Natural Gas Distribution",1.5480918,60.254543,6.562376,0.114465035,5143063040,152608992,21.407,1550523600,1550091600
"1906","WU","Western Union Company (The)",18.21,"Miscellaneous","Business Services",-25.940168,9.7379675,9.105,0.042529378,7937574912,435891008,-0.702,1556884800,1556535540
"1907","WAB","Westinghouse Air Brake Technologies Corporation",72.42,"Capital Goods","Railroads",2.4420838,23.744263,14.719512,0.006552006,6996850688,96614896,29.655,1556308800,1555963200
"1908","WLK","Westlake Chemical Corporation",69.65,"Basic Industries","Major Chemicals",1.600671,9.14042,8.061342,0.0131673105,8948214784,128474000,43.513,1557145800,1556713800
"1909","WLKP","Westlake Chemical Partners LP",22.37,"Basic Industries","Major Chemicals",1.567295,14.81457,10.70335,0.07280702,721374336,32247400,14.273,1557145800,1556713800
"1910","WBK","Westpac Banking Corporation",19.17,"Finance","Commercial Banks",1.3783435,11.269841,9.397059,0.07258486,66374782976,3428819968,13.908,NA,NA
"1911","WRK","Westrock Company",37.55,"Consumer Durables","Containers/Packaging",0.8245498,10.704105,8.457207,0.046682715,9480773632,252484000,45.54,1549027800,1548682200
"1912","WHG","Westwood Holdings Group Inc",38.88,"Finance","Investment Managers",2.004537,12.421725,NA,0.07141009,322813248,8302810,19.396,1556539200,1556017140
"1913","WEX","WEX Inc.",180.56,"Miscellaneous","Business Services",4.2305527,34.897564,20.196869,NA,7782749696,43103400,42.68,1553517000,1552653000
"1914","WY","Weyerhaeuser Company",25.01,"Consumer Services","Real Estate Investment Trusts",2.0635314,25.262627,23.81905,0.053033352,18670565376,746524032,12.12,1556541000,1556195400
"1915","WPM","Wheaton Precious Metals Corp.",21.38,"Basic Industries","Precious Metals",1.8298527,33.51097,40.339622,0.016544119,9416991744,443988992,11.684,NA,NA
"1916","WHR","Whirlpool Corporation",141.31,"Consumer Durables","Consumer Electronics/Appliances",3.9184206,NA,8.371446,0.032153208,8983033856,63569700,36.063,1517223600,1516773600
"1917","WTM","White Mountains Insurance Group, Ltd.",937.95,"Finance","Property-Casualty Insurers",1.0331291,NA,62.530003,0.0010645206,2944825344,3139640,907.873,1557145800,1556627400
"1918","WSR","Whitestone REIT",12.18,"Consumer Services","Real Estate Investment Trusts",1.3825198,23.423079,40.6,0.08826945,495750368,39773000,8.81,1557489600,1557140340
"1919","WLL","Whiting Petroleum Corporation",25.05,"Energy","Oil & Gas Production",0.5339216,6.7158175,12.587939,NA,2306283264,92067200,46.917,1556884800,1556535540
"1920","WOW","WideOpenWest, Inc.",8.3,"Consumer Services","Television Services",-1.7187824,NA,9.021739,NA,686366848,82694800,-4.829,NA,NA
"1921","WMB","Williams Companies, Inc. (The)",27.43,"Public Utilities","Natural Gas Distribution",2.2693803,NA,23.852175,0.050955415,33217181696,1210979968,12.087,1557144000,1556621940
"1922","WSM","Williams-Sonoma, Inc.",58.85,"Consumer Services","Home Furnishings",4.3268876,17.860394,13.224719,0.028885832,4717138944,80155296,13.601,1552939200,1552420800
"1923","WGO","Winnebago Industries, Inc.",32.77,"Consumer Non-Durables","Homebuilding",1.8607689,9.78209,8.17207,0.012258657,1049478912,32025600,17.611,1553517000,1552998600
"1924","WIT","Wipro Limited",5.64,"Technology","EDP Services",3.3313644,22.834007,18.193548,0.0026785715,23488849920,4499109888,1.693,NA,NA
"1925","WNS","WNS (Holdings) Limited",53.49,"Miscellaneous","Business Services",5.251841,28.182299,19.31047,NA,2672863232,49969400,10.185,1556541000,1556109000
"1926","WWW","Wolverine World Wide, Inc.",36.21,"Consumer Non-Durables","Shoe Manufacturing",3.3677454,17.697947,14.369047,0.008948546,3434149120,94839800,10.752,1557743400,1557210600
"1927","WK","Workiva Inc.",49.34,"Technology","Computer Software: Prepackaged Software",-223.25792,NA,-328.93332,NA,2185993984,34859100,-0.221,1557144000,1556621940
"1928","INT","World Fuel Services Corporation",28.23,"Energy","Oil Refining/Marketing",1.0418512,14.936508,10.154676,0.008667389,1891409920,6.7e+07,27.096,1556539200,1556103540
"1929","WWE","World Wrestling Entertainment, Inc.",85.58,"Consumer Services","Movies/Entertainment",21.115223,76.41071,27.341852,0.0057347673,6678902784,43739400,4.053,1557145800,1556713800
"1930","WP","Worldpay, Inc.",97.72,"Miscellaneous","Business Services",2.974462,2443,18.062847,NA,30366980096,300455008,32.853,1557750600,1557318600
"1931","WOR","Worthington Industries, Inc.",39.21,"Capital Goods","Steel/Iron Ore",2.5709789,12.057195,11.8459215,0.02238616,2263867648,57737000,15.251,1554121800,1553689800
"1932","WPP","WPP plc",57.3,"Technology","Advertising",1.1317401,5.7966614,NA,0.014420803,14285978624,1250499968,50.63,NA,NA
"1933","WPX","WPX Energy, Inc.",12.54,"Energy","Oil & Gas Production",1.2262859,35.931232,17.661972,NA,5272630784,420464992,10.226,1557144000,1556621940
"1934","WYND","Wyndham Destinations, Inc.",44.68,"Consumer Services","Hotels/Resorts",-7.393678,6.5967817,7.471572,0.04197202,4220606976,94463000,-6.043,1557145800,1556627400
"1935","WH","Wyndham Hotels & Resorts, Inc.",53.47,"Consumer Services","Hotels/Resorts",3.69881,33.006172,14.894151,0.014266692,5234114048,97888800,14.456,NA,NA
"1936","XYF","X Financial",7.1658,"Finance","Finance: Consumer Services",2.2288647,8.846666,7.623192,NA,1082351104,151044000,3.215,NA,NA
"1937","XHR","Xenia Hotels & Resorts, Inc.",19.68,"Consumer Services","Hotels/Resorts",1.2148148,11.245714,33.355934,0.056323603,2215653120,112584000,16.2,1557145800,1556713800
"1938","XRX","Xerox Corporation",31.29,"Technology","Computer peripheral equipment",1.4355186,22.673914,7.764268,0.03236246,7188126720,229726000,21.797,1557173700,1556727300
"1939","XIN","Xinyuan Real Estate Co Ltd",4.84,"Basic Industries","Homebuilding",0.43619326,4.208696,NA,0.0817996,311808768,64423300,11.096,1542029400,1541683800
"1940","XPO","XPO Logistics, Inc.",49.71,"Consumer Services","Transportation Services",1.6272218,17.260416,10.853712,NA,5428083200,109195000,30.549,1557144000,1556621940
"1941","XYL","Xylem Inc.",76.37,"Capital Goods","Fluid Controls",4.958769,25.204622,20.04462,0.011118464,13712462848,179552992,15.401,1486405800,1486060200
"1942","AUY","Yamana Gold Inc.",2.49,"Basic Industries","Precious Metals",0.59257495,NA,13.105264,0.007751938,2335667456,949342016,4.202,NA,NA
"1943","YELP","Yelp Inc.",37.13,"Consumer Services","Other Consumer Services",2.8552754,59.887096,37.887756,NA,3084890624,83083504,13.004,1557748800,1557313140
"1944","YETI","YETI Holdings, Inc.",25.09,"Consumer Non-Durables","Recreational Products/Toys",72.93604,36.36232,20.398375,NA,2112480000,84196096,0.344,NA,NA
"1945","YEXT","Yext, Inc.",19.27,"Technology","EDP Services",27.02665,NA,-50.71053,NA,1943668608,100865000,0.713,NA,NA
"1946","YRD","Yirendai Ltd.",14.18,"Finance","Finance: Consumer Services",1.2022043,5.336846,5.835391,0.020898717,860789824,60704500,11.795,1552939200,1552420800
"1947","YPF","YPF Sociedad Anonima",13.74,"Energy","Integrated oil Companies",0.404415,4.3968,20.205881,0.0062942007,5511045120,394119008,33.975,NA,NA
"1948","YUMC","Yum China Holdings, Inc.",41.4,"Consumer Services","Restaurants",5.4617414,23.128492,22.5,0.010067114,15690600448,3.79e+08,7.58,1556915400,1556555400
"1949","YUM","Yum! Brands, Inc.",95.37,"Consumer Services","Restaurants",-3.681955,20.334755,22.492926,0.015873017,29222705152,306414016,-25.902,1557145800,1556627400
"1950","ZAYO","Zayo Group Holdings, Inc.",25.07,"Public Utilities","Telecommunications Equipment",4.9821143,53.227177,33.878376,NA,5888391168,234878000,5.032,1557144000,1556708340
"1951","ZEN","Zendesk, Inc.",80.27,"Technology","EDP Services",20.795336,NA,121.6212,NA,8697976832,108359000,3.86,1556884800,1556535540
"1952","ZBH","Zimmer Biomet Holdings, Inc.",125.41,"Health Care","Industrial Specialties",2.2698233,NA,15.091455,0.00773445,25637943296,204432992,55.251,1556532000,1556085600
"1953","ZTS","Zoetis Inc.",95.75,"Health Care","Major Pharmaceuticals",21.016241,32.67918,24.677834,0.005348615,45842419712,478772000,4.556,1557145800,1556627400
"1954","ZTO","ZTO Express (Cayman) Inc.",19.59,"Transportation","Trucking Freight/Courier Services",3.0657277,21.863838,20.40625,NA,15420544000,787164032,6.39,1552338000,1551906000
"1955","ZUO","Zuora, Inc.",23.41,"Technology","Computer Software: Prepackaged Software",16.200691,NA,-53.204544,NA,2540055296,73181600,1.445,NA,NA
"1956","ZYME","Zymeworks Inc.",14.88,"Health Care","Major Pharmaceuticals",2.8033156,NA,-5.3718414,NA,468766144,31966800,5.308,NA,NA
"1957","YI","111, Inc.",8.34,"Health Care","Medical/Nursing Services",3.3520901,NA,-15.444444,NA,680077760,81544096,2.488,NA,NA
"1958","PIH","1347 Property Insurance Holdings, Inc.",5.88,"Finance","Property-Casualty Insurers",0.78394145,58.383842,5.504762,NA,34636248,5992430,7.373,1494878400,1494619200
"1959","TURN","180 Degree Capital Corp.",1.9068,"Finance","Finance/Investors Services",0.72458273,59.687496,NA,NA,59442256,31121600,2.636,1557518400,1557172800
"1960","FLWS","1-800 FLOWERS.COM, Inc.",18.29,"Consumer Services","Other Specialty Stores",3.297278,35.44574,33.254547,NA,1173455360,35615500,5.547,1556886600,1556541000
"1961","BCOW","1895 Bancorp of Wisconsin, Inc.",9.61,"Finance","Banks",NA,NA,NA,NA,46864892,4876680,NA,NA,NA
"1962","FCCY","1st Constitution Bancorp (NJ)",18.94,"Finance","Savings Institutions",1.2825896,13.528572,11.987342,0.014461704,162997264,8605980,14.767,1556539200,1556103540
"1963","SRCE","1st Source Corporation",47.78,"Finance","Major Banks",1.6165376,15.139417,12.741333,0.021240799,1232943744,25804600,29.557,1548072000,1547722740
"1964","VNET","21Vianet Group, Inc.",8.54,"Technology","Computer Software: Programming, Data Processing",1.2434479,11.148826,42.7,NA,955463744,111881000,6.868,1552680000,1552334400
"1965","TWOU","2U, Inc.",73.68,"Technology","Computer Software: Prepackaged Software",6.058214,NA,-334.9091,NA,4283895296,58141900,12.162,1494273600,1493928000
"1966","QFIN","360 Finance, Inc.",16.93,"Finance","Finance: Consumer Services",-4.562113,NA,NA,NA,2434974208,143826000,-3.711,NA,NA
"1967","TPNL","3PEA International, Inc.",7.61,"Miscellaneous","Business Services",42.513966,152.2,47.5625,NA,335607104,44100800,0.179,1554120000,1553684340
"1968","JOBS","51job, Inc.",70.58,"Technology","Diversified Commercial Services",4.39696,41.713947,20.457972,NA,4360453632,61780300,16.052,1557172800,1556827200
"1969","AAON","AAON, Inc.",41.26,"Capital Goods","Industrial Machinery/Components",8.668066,50.93827,26.280252,0.008028098,2149419008,52094500,4.76,1494244800,1493809140
"1970","ABEO","Abeona Therapeutics Inc.",7.61,"Health Care","Major Pharmaceuticals",2.4282067,NA,-5.6791043,NA,364857664,47944500,3.134,NA,NA
"1971","ABIL","Ability Inc.",1.88,"Consumer Durables","Telecommunications Equipment",-1.3428571,NA,18.8,NA,13089744,6962640,-1.4,1497011400,1496838600
"1972","ABMD","ABIOMED, Inc.",348.06,"Health Care","Medical/Dental Instruments",18.416847,72.391846,70.173386,NA,15692563456,45085800,18.899,1557145800,1556713800
"1973","AXAS","Abraxas Petroleum Corporation",1.24,"Energy","Oil & Gas Production",1.8590705,NA,4.769231,NA,204973232,165300992,0.667,1552680000,1552334400
"1974","ACIU","AC Immune SA",4.56,"Health Care","Major Pharmaceuticals",1.5271266,NA,50.666664,NA,307173920,67362704,2.986,1553256000,1552906740
"1975","ACIA","Acacia Communications, Inc.",54.19,"Technology","Semiconductors",4.31724,451.58334,27.647959,NA,2181591808,40258200,12.552,1557144000,1556708340
"1976","ACTG","Acacia Research Corporation",3.05,"Miscellaneous","Multi-Sector Companies",0.755886,NA,-305,0.040983606,151399856,49639300,4.035,1551819600,1551456000
"1977","ACHC","Acadia Healthcare Company, Inc.",30.41,"Health Care","Medical Specialities",1.1388661,NA,11.562737,NA,2683867904,88256096,26.702,1556884800,1556535540
"1978","ACAD","ACADIA Pharmaceuticals Inc.",26.6,"Health Care","Major Pharmaceuticals",7.9879885,NA,-50.188683,NA,3820451584,143626000,3.33,1557145800,1556800200
"1979","ACST","Acasti Pharma, Inc.",1.1,"Health Care","Major Pharmaceuticals",-3.6184213,NA,-3.1428573,NA,87935984,78128600,-0.304,NA,NA
"1980","AXDX","Accelerate Diagnostics, Inc.",22.15,"Capital Goods","Biotechnology: Laboratory Analytical Instruments",20.935728,NA,-14.383117,NA,1201236608,54231900,1.058,1510606800,1510088400
"1981","XLRN","Acceleron Pharma Inc.",45.94,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",7.2770467,NA,-37.966938,NA,2367490304,51534400,6.313,1557489600,1557140340
"1982","ARAY","Accuray Incorporated",5.16,"Health Care","Medical/Dental Instruments",9.828571,NA,-258,NA,453458240,87879504,0.525,1556884800,1556535540
"1983","ACRX","AcelRx Pharmaceuticals, Inc.",3.66,"Health Care","Major Pharmaceuticals",-5.9803925,NA,-3.8526318,NA,279600224,76393504,-0.612,1509712200,1509366600
"1984","ACER","Acer Therapeutics Inc.",23.6,"Health Care","Major Pharmaceuticals",4.467159,NA,-11.625616,NA,237250800,10053000,5.283,1542402000,1542056400
"1985","ACET","Aceto Corporation",0.1996,"Health Care","Other Pharmaceuticals",0.1223789,NA,-0.22942528,0.12787724,6155564,30839500,1.631,1549486800,1549054800
"1986","AKAO","Achaogen, Inc.",0.7735,"Health Care","Major Pharmaceuticals",1.435065,NA,-0.43212292,NA,48889844,63206000,0.539,1502454600,1502109000
"1987","ACHV","Achieve Life Sciences, Inc. ",2.45,"Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances",0.84775084,NA,-1.53125,NA,16466695,6721100,2.89,1552051800,1551792600
"1988","ACHN","Achillion Pharmaceuticals, Inc.",2.67,"Health Care","Major Pharmaceuticals",1.31917,NA,-3.9264708,NA,370104736,138616000,2.024,1551101400,1550669400
"1989","ACIW","ACI Worldwide, Inc.",33.07,"Technology","Computer Software: Prepackaged Software",3.6618314,56.05085,28.264957,NA,3835458560,115980000,9.031,1557750600,1557318600
"1990","ACRS","Aclaris Therapeutics, Inc.",6.33,"Health Care","Major Pharmaceuticals",1.3405336,NA,-1.7295082,NA,259126144,40936200,4.722,1552680000,1552334400
"1991","ACMR","ACM Research, Inc.",11.6,"Technology","Industrial Machinery/Components",3.7601297,24.839401,21.886795,NA,185642928,14085300,3.085,NA,NA
"1992","ACNB","ACNB Corporation",40.38,"Finance","Major Banks",1.6921594,13.080662,NA,0.02258883,284518304,7046020,23.863,1552305600,1551956340
"1993","ACOR","Acorda Therapeutics, Inc.",15.08,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",1.1708075,21.239437,-6.007968,NA,717179136,47558300,12.88,1550496600,1550064600
"1994","ATVI","Activision Blizzard, Inc",42.84,"Technology","Computer Software: Prepackaged Software",2.878065,18.229788,16.604652,0.008780257,32689104896,763051008,14.885,1557172800,1556740800
"1995","ADMS","Adamas Pharmaceuticals, Inc.",11.8,"Health Care","Major Pharmaceuticals",2.819594,NA,-2.694064,NA,322558912,27335500,4.185,1509998400,1509566400
"1996","ADMP","Adamis Pharmaceuticals Corporation",2.9,"Health Care","Major Pharmaceuticals",2.3712182,NA,-5.0877194,NA,137145072,47291400,1.223,NA,NA
"1997","ADAP","Adaptimmune Therapeutics plc",4.57,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",1.9356205,NA,-3.6560001,NA,477884928,104570000,2.361,1552912200,1552480200
"1998","ADUS","Addus HomeCare Corporation",66.5,"Health Care","Medical/Nursing Services",3.0242393,49.479168,29.6875,NA,839868416,12629600,21.989,1526068800,1525723200
"1999","AEY","ADDvantage Technologies Group, Inc.",1.37,"Consumer Services","Office Equipment/Supplies/Services",0.42257863,NA,NA,NA,14194981,10361300,3.242,1494592200,1494505800
"2000","IOTS","Adesto Technologies Corporation",6.12,"Technology","Semiconductors",2.871891,NA,33.999996,NA,180136688,29434100,2.131,1509393600,1508961600
"2001","ADIL","Adial Pharmaceuticals, Inc",3.51,"Health Care","Major Pharmaceuticals",5.4250383,NA,-3.694737,NA,25373754,7228990,0.647,NA,NA
"2002","ADMA","ADMA Biologics Inc",4.17,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",5.1930265,NA,-4.7386365,NA,193284512,46351200,0.803,1552046400,1551697140
"2003","ADBE","Adobe Inc.",264.01,"Technology","Computer Software: Prepackaged Software",13.751954,50.771156,27.386929,NA,128764551168,487726016,19.198,NA,NA
"2004","ADOM","ADOMANI, Inc.",0.436,"Capital Goods","Auto Parts:O.E.M.",4.152381,NA,-4.3599997,NA,31711284,72732304,0.105,NA,NA
"2005","ADTN","ADTRAN, Inc.",15.2,"Public Utilities","Telecommunications Equipment",1.6256684,NA,33.77778,0.023968043,724283008,47650200,9.35,1555966800,1555362000
"2006","ADRO","Aduro Biotech, Inc.",4.21,"Health Care","Major Pharmaceuticals",2.4764705,NA,-5.134146,NA,334291232,79404096,1.7,1502107200,1501757940
"2007","ADES","Advanced Emissions Solutions, Inc.",11.84,"Basic Industries","Major Chemicals",2.9184124,6.855819,4.736,0.08460237,235800704,19915600,4.057,1494619200,1494532800
"2008","AEIS","Advanced Energy Industries, Inc.",51.15,"Capital Goods","Industrial Machinery/Components",3.2169814,13.680128,11.071429,NA,1954134656,38204000,15.9,1556884800,1556535540
"2009","AMD","Advanced Micro Devices, Inc.",23.68,"Technology","Semiconductors",18.793652,74,24.163265,NA,23805503488,1005299968,1.26,1556539200,1556017140
"2010","ADXS","Advaxis, Inc.",0.362,"Health Care","Major Pharmaceuticals",1.0462428,NA,-0.8418604,NA,25232558,69703200,0.346,1552680000,1552334400
"2011","ADVM","Adverum Biotechnologies, Inc.",4.39,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",1.2795103,NA,-3.8173912,NA,275992256,62868400,3.431,1552078800,1551733200
"2012","AEGN","Aegion Corp",17.76,"Basic Industries","Water Supply",1.1997567,197.33333,12.419581,NA,573896640,32314000,14.803,1557172800,1556654400
"2013","AGLE","Aeglea BioTherapeutics, Inc.",8.59,"Health Care","Major Pharmaceuticals",2.9805691,NA,-3.8693695,NA,219888544,25598200,2.882,1502452800,1502103540
"2014","AEHR","Aehr Test Systems",1.42,"Capital Goods","Electrical Products",1.772784,NA,-47.333332,NA,31745236,22355800,0.801,1554148800,1553716800
"2015","AMTX","Aemetis, Inc",0.93,"Basic Industries","Major Chemicals",-0.19332112,NA,-0.94,NA,19315922,20345400,-4.911,1552311000,1551879000
"2016","AERI","Aerie Pharmaceuticals, Inc.",47.92,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",9.56678,NA,28.02339,NA,2179348736,45478900,5.009,NA,NA
"2017","AVAV","AeroVironment, Inc.",79.44,"Capital Goods","Aerospace",4.232962,36.82893,49.962265,NA,1874450432,23595800,18.767,1489197600,1488852000
"2018","ARPO","Aerpio Pharmaceuticals, Inc.",2.97,"Health Care","Major Pharmaceuticals",1.8120805,NA,-4.0135136,NA,120525568,40581000,1.639,NA,NA
"2019","AEZS","AEterna Zentaris Inc.",4,"Health Care","Major Pharmaceuticals",8.86918,7.490637,1.7777778,NA,65439200,16440800,0.451,NA,NA
"2020","AEMD","Aethlon Medical, Inc.",1.05,"Capital Goods","Biotechnology: Laboratory Analytical Instruments",5.9322033,NA,-3.8888886,NA,19908524,18960500,0.177,1549918800,1549573200
"2021","GNMX","Aevi Genomic Medicine, Inc.",0.2089,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",0.9853774,NA,-0.31651515,NA,13529806,64766900,0.212,1526301000,1525782600
"2022","AFMD","Affimed N.V.",3.81,"Health Care","Major Pharmaceuticals",5.695067,NA,-5.2191777,NA,237850288,62427900,0.669,1502107200,1501757940
"2023","AGEN","Agenus Inc.",3.1,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",-2.813067,NA,-2.1527777,NA,406391392,131094000,-1.102,1501504200,1501245000
"2024","AGRX","Agile Therapeutics, Inc.",0.9273,"Health Care","Major Pharmaceuticals",1.375816,NA,-1.8546,NA,31878070,34377300,0.674,NA,NA
"2025","AGYS","Agilysys, Inc.",20.69,"Technology","EDP Services",4.581488,NA,-71.34483,NA,476952096,23052300,4.516,1510606800,1510088400
"2026","AGIO","Agios Pharmaceuticals, Inc.",67.67,"Health Care","Major Pharmaceuticals",5.7298894,NA,-11.240864,NA,3951616512,58395400,11.81,1557145800,1556800200
"2027","AGMH","AGM Group Holdings Inc.",27.37,"Technology","EDP Services",66.7561,NA,NA,NA,583421696,21316100,0.41,NA,NA
"2028","AGNC","AGNC Investment Corp.",17.56,"Consumer Services","Real Estate Investment Trusts",0.9994877,83.61905,7.4092827,0.12237961,9418113024,536339008,17.569,1549314000,1548795600
"2029","AGFS","AgroFresh Solutions, Inc.",4.44,"Finance","Business Services",0.62011176,NA,88.8,NA,226480848,51009200,7.16,1534163400,1533645000
"2030","ALRN","Aileron Therapeutics, Inc.",1.58,"Health Care","Major Pharmaceuticals",0.8890147,NA,-0.7405661,NA,23155146,14748500,1.766,1542024000,1541588340
"2031","AIMT","Aimmune Therapeutics, Inc.",24.89,"Health Care","Major Pharmaceuticals",4.9770045,NA,-15.853502,NA,1542388480,61968200,5.001,1510952400,1510606800
"2032","AIRT","Air T, Inc.",32.45,"Transportation","Air Freight/Delivery Services",2.82223,188.6628,NA,NA,65689512,2024330,11.498,1552046400,1551783540
"2033","ATSG","Air Transport Services Group, Inc",22.8,"Transportation","Air Freight/Delivery Services",3.0894308,25.082508,11.573604,NA,1347033088,59080400,7.38,1494619200,1494532800
"2034","AIRG","Airgain, Inc.",12.87,"Technology","Radio And Television Broadcasting And Communications Equipment",2.737133,NA,29.25,NA,123586744,9602700,4.702,1557172800,1556740800
"2035","AMCN","AirMedia Group Inc",0.4599,"Technology","Advertising",0.2282382,NA,1.91625,NA,28888572,62814900,2.015,NA,NA
"2036","AKAM","Akamai Technologies, Inc.",71.09,"Miscellaneous","Business Services",3.6303744,40.392044,15.387445,NA,11587668992,1.63e+08,19.582,1556884800,1556535540
"2037","AKTX","Akari Therapeutics Plc",1.8,"Health Care","Major Pharmaceuticals",4.511278,NA,-1.8,NA,28452420,15806900,0.399,NA,NA
"2038","AKCA","Akcea Therapeutics, Inc.",32.76,"Health Care","Major Pharmaceuticals",10.537149,NA,-13.822784,NA,2924141312,89259504,3.109,NA,NA
"2039","AKBA","Akebia Therapeutics, Inc.",7.68,"Health Care","Major Pharmaceuticals",3.073229,NA,-9.481482,NA,897699840,116888000,2.499,1552680000,1552334400
"2040","AKER","Akers Biosciences Inc.",0.914,"Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances",1.3954198,NA,6.528571,NA,14181715,12474000,0.655,1554120000,1553684340
"2041","AKRX","Akorn, Inc.",4.29,"Health Care","Major Pharmaceuticals",1.2128923,NA,13.40625,NA,538360704,125492000,3.537,1495197000,1495110600
"2042","AKTS","Akoustis Technologies, Inc.",6.64,"Public Utilities","Telecommunications Equipment",5.433715,NA,-8.405063,NA,198623648,29913200,1.222,NA,NA
"2043","ALRM","Alarm.com Holdings, Inc.",59.31,"Technology","Computer Software: Prepackaged Software",10.277248,137.93024,37.77707,NA,2847063808,48003100,5.771,1494619200,1494532800
"2044","ALSK","Alaska Communications Systems Group, Inc.",1.73,"Public Utilities","Telecommunications Equipment",0.5506047,21.09756,15.727273,NA,92010920,53185500,3.142,1552939200,1552593600
"2045","ALAC","Alberton Acquisition Corporation",9.93,"Finance","Business Services",-4965,NA,NA,NA,145868720,14689800,-0.002,NA,NA
"2046","ALBO","Albireo Pharma, Inc.",30.98,"Health Care","Major Pharmaceuticals",2.7132597,NA,-6.764192,NA,370827488,11969900,11.418,NA,NA
"2047","ALDR","Alder BioPharmaceuticals, Inc.",13.19,"Health Care","Major Pharmaceuticals",8.202736,NA,-4.2964168,NA,903510976,68499696,1.608,1501272000,1501185600
"2048","ALDX","Aldeyra Therapeutics, Inc.",8.28,"Health Care","Major Pharmaceuticals",6.079295,NA,-3.8691585,NA,217303632,26244400,1.362,1533904200,1533558600
"2049","ALEC","Alector, Inc.",21,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",-3.4918523,NA,NA,NA,1435665024,68365000,-6.014,NA,NA
"2050","ALXN","Alexion Pharmaceuticals, Inc.",137.75,"Health Care","Major Pharmaceuticals",3.3591008,395.83334,13.181818,NA,30782853120,223468992,41.008,1556541000,1556109000
"2051","ALCO","Alico, Inc.",30.22,"Consumer Non-Durables","Farming/Seeds/Milling",1.4188459,136.74208,NA,0.007931262,225525808,7462800,21.299,1557518400,1557172800
"2052","ALGN","Align Technology, Inc.",263.35,"Health Care","Industrial Specialties",16.792068,53.526424,37.837643,NA,21063892992,79984400,15.683,1549054800,1548691200
"2053","ALIM","Alimera Sciences, Inc.",1.15,"Health Care","Major Pharmaceuticals",-2.9187818,4.6,-115,NA,81613888,70968600,-0.394,1557172800,1556654400
"2054","ALYA","Alithya Group inc.",2.7,"Technology","Computer Software: Programming, Data Processing",3.3763835,NA,-14.447368,NA,151440544,25951300,0.813,NA,NA
"2055","ALJJ","ALJ Regional Holdings, Inc.",1.94,"Miscellaneous","Business Services",0.80445546,NA,NA,NA,74151480,38026400,2.424,1545393600,1545044340
"2056","ALKS","Alkermes plc",34.44,"Health Care","Major Pharmaceuticals",4.5797873,NA,107.625,NA,5373983232,156039008,7.52,1556541000,1556109000
